"event","time","poss.position","poss.team","poss.number","poss.player","poss.action","poss.location","poss.play.destination","play.type","def.position","def.team","NA","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","poss.player.disciplinary","poss.notes","def.player.disciplinary","def.notes","xG","def.number"
"294","20","D","WNYF",NA,"Eddy","recoveries","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","20","D","WNYF",NA,"Eddy","passes.s.c","AM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","20","M","WNYF",NA,"Mewis","passes.f","AM3R",NA,"through","D","WAS",NA,"Zadorsky","blocks","D3L",NA,NA,NA,NA,NA,NA,NA,NA
"297","20","F","WNYF",NA,"Doniak","recoveries","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","20","F","WNYF",NA,"Doniak","dispossessed","A3R",NA,NA,"D","WAS",NA,"Kleiner","tackles.ball","D3L",NA,NA,NA,NA,NA,NA,NA,NA
"299","20","F","WAS",NA,"Dunn","recoveries","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","20","F","WAS",NA,"Dunn","passes.s.c","DM3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","20","M","WAS",NA,"Nairn","passes.f","DM3C",NA,"through",NA,NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA
"302","20","D","WNYF",NA,"Hinkle","passes.s.c","DM3L","DM3L","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","20","M","WNYF",NA,"Kennedy","passes.f","DM3L",NA,NA,"M","WAS",NA,"Huster","interceptions","AM3R",NA,NA,NA,NA,NA,NA,NA,NA
"304","20","M","WAS",NA,"Huster","passes.f.c","AM3R","AM3R",NA,"M","WNYF",NA,"Mewis","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA,NA
"305","20","F","WAS",NA,"Williams","passes.b","AM3R",NA,NA,"F","WNYF",NA,"Smith","interceptions","DM3L",NA,NA,NA,NA,NA,NA,NA,NA
"305","20",NA,NA,NA,NA,NA,NA,NA,NA,"D","WNYF",NA,"Hinkle","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA,NA
"305","20",NA,NA,NA,NA,NA,NA,NA,NA,"M","WNYF",NA,"Mewis","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA,NA
"306","20","F","WNYF",NA,"Smith","lost.touch","DM3L",NA,NA,"F","WAS",NA,"Williams","pressured","AM3R",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA
"307","20","D","WAS",NA,"Krieger","passes.f.c","AM3R","A3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","20","F","WAS",NA,"Dunn","passes.f","A3R",NA,"through","F","WNYF",NA,"Smith","pressured","D3L",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA
"308","20",NA,NA,NA,NA,NA,NA,NA,NA,"M","WNYF",NA,"Kennedy","pressured","D3L",NA,NA,NA,NA,NA,NA,NA,NA
"308","20",NA,NA,NA,NA,NA,NA,NA,NA,"D","WNYF",NA,"Hinkle","pressured","D3L",NA,NA,NA,NA,NA,NA,NA,NA
"309","21","D","WNYF",NA,"Erceg","passes.s.c","D3L","D18","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","21","D","WNYF",NA,"Dahlkemper","passes.s.c","D18","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","21","GK","WNYF",NA,"D'Angelo","passes.f.c","D18","D3R",NA,"M","WAS",NA,"Nairn","pressured","A18",NA,NA,NA,NA,NA,NA,NA,NA
"312","21","D","WNYF",NA,"Dahlkemper","passes.f.c","D3R","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","21","M","WNYF",NA,"Mewis","passes.f.c","D3C","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","21","D","WNYF",NA,"Hinkle","passes.f","DM3L",NA,"launch","D","WAS",NA,"Krieger","blocks","D3R",NA,NA,NA,NA,NA,NA,NA,NA
"314","21",NA,NA,NA,NA,NA,NA,NA,"through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","21","D","WAS",NA,"Krieger","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","21","D","WAS",NA,"Krieger","clearances","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA
"317","21","D","WNYF",NA,"Hinkle","passes.s.c","A3L","A3L","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","21","F","WNYF",NA,"Doniak","passes.s","A3L",NA,"corner.crosses","D","WAS",NA,"Krieger","pressured","D3R",NA,NA,NA,NA,NA,NA,NA,NA
"318","21",NA,NA,NA,NA,NA,NA,NA,NA,"D","WAS",NA,"Zadorsky","interceptions","D18",NA,NA,NA,NA,NA,NA,NA,NA
"319","21","D","WAS",NA,"Zadorsky","passes.f.c","D18","D18","headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","21","M","WAS",NA,"Nairn","clearances","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","21","M","WAS",NA,"Matheson","recoveries","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","21","M","WAS",NA,"Matheson","passes.f","DM3L",NA,"launch","D","WNYF",NA,"Erceg","interceptions","DM3C",NA,NA,NA,NA,NA,NA,NA,NA
"323","22","D","WNYF",NA,"Erceg","passes.b.c","DM3C","DM3C","headed","F","WAS",NA,"Dunn","challenged","AM3C",NA,NA,NA,NA,NA,NA,NA,NA
"324","22","D","WNYF",NA,"Dahlkemper","passes.f.c","DM3C","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","22","M","WNYF",NA,"Mewis","passes.b.c","DM3L","DM3C",NA,"F","WAS",NA,"Williams","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA,NA
"326","22","D","WNYF",NA,"Erceg","passes.b.c","DM3C","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","22","D","WNYF",NA,"Dahlkemper","passes.f.c","D3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","22","M","WNYF",NA,"Mewis","lost.touch","DM3C",NA,NA,"F","WAS",NA,"Dunn","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA,NA
"329","22","M","WAS",NA,"Lohman","recoveries","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","22","M","WAS",NA,"Lohman","movement","AM3C","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","22","M","WAS",NA,"Lohman","passes.s.c","A3C","A3R",NA,"D","WNYF",NA,"Erceg","pressured","D3C",NA,NA,NA,NA,NA,NA,NA,NA
"332","22","F","WAS",NA,"Williams","passes.f","A3R",NA,"through","D","WNYF",NA,"Erceg","pressured","D3L",NA,NA,NA,NA,NA,NA,NA,NA
"332","22",NA,NA,NA,NA,NA,NA,NA,NA,"D","WNYF",NA,"Erceg","blocks","D3L",NA,NA,NA,NA,NA,NA,NA,NA
"333","22","D","WNYF",NA,"Erceg","recoveries","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","22","D","WNYF",NA,"Erceg","movement","D3L","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","22","D","WNYF",NA,"Erceg","passes.f.c","D3C","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","22","F","WNYF",NA,"Doniak","movement","DM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","22","F","WNYF",NA,"Doniak","passes.s.c","AM3L","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","22","M","WNYF",NA,"Mewis","passes.f.c","AM3C","A3L","through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","22","F","WNYF",NA,"Smith","take.on.lost","A3L",NA,NA,"D","WAS",NA,"Oyster","tackles.ball","D3R",NA,NA,NA,NA,NA,NA,NA,NA
"340","22","D","WAS",NA,"Zadorsky","recoveries","D18",NA,NA,"F","WNYF",NA,"Smith","pressured","A18",NA,NA,NA,NA,NA,NA,NA,NA
"341","22","D","WAS",NA,"Zadorsky","passes.s.c","D18","D3R",NA,"F","WNYF",NA,"Smith","pressured","A18",NA,NA,NA,NA,NA,NA,NA,NA
"342","22","D","WAS",NA,"Oyster","passes.f.c","D3R","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","22","M","WAS",NA,"Lohman","passes.f","D3R",NA,NA,"M","WNYF",NA,"Kennedy","challenged","A3L",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA
"343","22",NA,NA,NA,NA,NA,NA,NA,NA,"M","WNYF",NA,"Kennedy","blocks","A3L",NA,NA,NA,NA,NA,NA,NA,NA
"344","23","D","WAS",NA,"Krieger","passes.f","D3R",NA,"throw.in","M","WNYF",NA,"Kennedy","interceptions","AM3L",NA,NA,NA,NA,NA,NA,NA,NA
"345","23","M","WNYF",NA,"Kennedy","passes.f","AM3L",NA,"headed","D","WAS",NA,"Krieger","interceptions","DM3R",NA,NA,NA,NA,NA,NA,NA,NA
"346","23","D","WAS",NA,"Krieger","passes.f.c","DM3R","DM3R",NA,"F","WNYF",NA,"Doniak","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA,NA
"347","23","F","WAS",NA,"Williams","passes.b.c","DM3R","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","23","M","WAS",NA,"Huster","passes.s.c","DM3C","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","23","D","WAS",NA,"Zadorsky","passes.f.c","DM3L","A3L","launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","23",NA,NA,NA,NA,NA,NA,NA,"through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","23","M","WAS",NA,"Matheson","passes.f","A3L",NA,NA,"D","WNYF",NA,"Eddy","blocks","D3R",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA
"350","23",NA,NA,NA,NA,NA,NA,NA,NA,"D","WNYF",NA,"Eddy","pressured","D3R",NA,NA,NA,NA,NA,NA,NA,NA
"351","23","D","WAS",NA,"Kleiner","passes.f.c","A3L","A3L","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","23","F","WAS",NA,"Dunn","passes.b","A3L",NA,NA,"D","WNYF",NA,"Eddy","pressured","D3R",NA,NA,NA,NA,NA,NA,NA,NA
"352","23",NA,NA,NA,NA,NA,NA,NA,NA,"F","WNYF",NA,"Williams","interceptions","D3R",NA,NA,NA,NA,NA,NA,NA,NA
"353","23","F","WNYF",NA,"Williams","passes.f.c","D3R","D3R",NA,"D","WAS",NA,"Kleiner","pressured","A3L",NA,NA,NA,NA,NA,NA,NA,NA
"354","23","M","WNYF",NA,"Mewis","passes.f.c","D3R","DM3R","lay.off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","23","M","WNYF",NA,"Ayinde","passes.f.c","DM3R","DM3R","flick.on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","23","F","WNYF",NA,"Williams","lost.touch","DM3R",NA,NA,"D","WAS",NA,"Kleiner","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA,NA
"357","23","D","WAS",NA,"Zadorsky","recoveries","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","23","D","WAS",NA,"Zadorsky","passes.s.c","DM3L","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","23","D","WAS",NA,"Oyster","passes.s.c","DM3C","DM3R",NA,"F","WNYF",NA,"Smith","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA,NA
"360","23","D","WAS",NA,"Krieger","passes.f.c","DM3R","AM3R",NA,"F","WNYF",NA,"Doniak","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA,NA
"361","23","F","WAS",NA,"Williams","passes.b.c","AM3R","DM3R","lay.off","D","WNYF",NA,"Hinkle","challenged","DM3L",NA,NA,NA,NA,NA,NA,NA,NA
"362","23","D","WAS",NA,"Krieger","movement","DM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","23","D","WAS",NA,"Krieger","take.on.won","AM3R",NA,NA,"M","WNYF",NA,"Kennedy","dribbled.turned","DM3L",NA,NA,NA,NA,NA,NA,NA,NA
"364","23","D","WAS",NA,"Krieger","movement","AM3R","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","23","D","WAS",NA,"Krieger","take.on.won","AM3C",NA,NA,"M","WNYF",NA,"Ayinde","dribbled.turned","DM3C",NA,NA,NA,NA,NA,NA,NA,NA
"366","24","D","WAS",NA,"Krieger","passes.b.c","AM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","24","M","WAS",NA,"Huster","passes.f.c","AM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","24","D","WAS",NA,"Krieger","passes.f","AM3C",NA,NA,"F","WNYF",NA,"Doniak","challenged","DM3C",NA,NA,NA,NA,NA,NA,NA,NA
"368","24",NA,NA,NA,NA,NA,NA,NA,NA,"M","WNYF",NA,"Kennedy","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA,NA
"368","24",NA,NA,NA,NA,NA,NA,NA,NA,"D","WNYF",NA,"Erceg","interceptions","D3C",NA,NA,NA,NA,NA,NA,NA,NA
"369","24","D","WNYF",NA,"Erceg","clearances","D3C",NA,NA,"M","WAS",NA,"Huster","blocks","AM3C",NA,NA,NA,NA,NA,NA,NA,NA
"370","24","M","WNYF",NA,"Kennedy","recoveries","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","24","M","WNYF",NA,"Kennedy","passes.s.c","DM3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","24","M","WNYF",NA,"Mewis","passes.b.c","DM3C","D3C",NA,"M","WAS",NA,"Lohman","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA,NA
"373","24","D","WNYF",NA,"Dahlkemper","passes.s.c","D3C","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","24","D","WNYF",NA,"Erceg","passes.b.c","D3L","D18",NA,"F","WAS",NA,"Dunn","pressured","A3R",NA,NA,NA,NA,NA,NA,NA,NA
"375","24","GK","WNYF",NA,"D'Angelo","passes.f.c","D18","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","24","D","WNYF",NA,"Dahlkemper","movement","D3R","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","24","D","WNYF",NA,"Dahlkemper","passes.b.c","DM3R","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","24","M","WNYF",NA,"Mewis","passes.f.c","D3R","DM3R",NA,"M","WAS",NA,"Nairn","pressured","A3L",NA,NA,NA,NA,NA,NA,NA,NA
"378","24",NA,NA,NA,NA,NA,NA,NA,NA,"F","WAS",NA,"Dunn","pressured","A3L",NA,NA,NA,NA,NA,NA,NA,NA
"379","24","M","WNYF",NA,"Kennedy","passes.f","DM3R",NA,"launch","D","WAS",NA,"Kleiner","clearances","D3L",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA
"379","24",NA,NA,NA,NA,NA,NA,NA,"through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","25","D","WNYF",NA,"Eddy","passes.f.c","A3R","A3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","25","F","WNYF",NA,"Williams","passes.s","A3R",NA,NA,"D","WAS",NA,"Kleiner","challenged","D3L",NA,NA,NA,NA,NA,NA,NA,NA
"381","25",NA,NA,NA,NA,NA,NA,NA,NA,"M","WAS",NA,"Huster","clearances","D3L",NA,NA,NA,NA,NA,NA,NA,NA
"382","25","D","WNYF",NA,"Eddy","recoveries","A3R",NA,NA,"M","WAS",NA,"Matheson","challenged","D3L",NA,NA,NA,NA,NA,NA,NA,NA
"383","25","D","WNYF",NA,"Eddy","lost.touch","A3R",NA,NA,"M","WAS",NA,"Nairn","clearances","D3L",NA,NA,NA,NA,NA,NA,NA,NA
"384","25","F","WNYF",NA,"Williams","recoveries","A3R",NA,NA,"M","WAS",NA,"Nairn","pressured","D3L",NA,NA,NA,NA,NA,NA,NA,NA
"385","25","F","WNYF",NA,"Williams","passes.b","A3R",NA,NA,"M","WAS",NA,"Nairn","pressured","D3L",NA,NA,NA,NA,NA,NA,NA,NA
"385","25",NA,NA,NA,NA,NA,NA,NA,NA,"F","WAS",NA,"Dunn","interceptions","DM3L",NA,NA,NA,NA,NA,NA,NA,NA
"386","25","F","WAS",NA,"Dunn","clearances","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA
"387","25","D","WNYF",NA,"Eddy","passes.f","AM3R",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","25","D","WAS",NA,"Zadorsky","recoveries","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","25","D","WAS",NA,"Zadorsky","passes.b.c","D3L","D18",NA,"F","WNYF",NA,"Williams","pressured","A3R",NA,NA,NA,NA,NA,NA,NA,NA
"390","25","D","WAS",NA,"Oyster","movement","D18","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","25","D","WAS",NA,"Oyster","movement","D3C","DM3C",NA,"F","WNYF",NA,"Williams","pressured","A3C",NA,NA,NA,NA,NA,NA,NA,NA
"392","25","D","WAS",NA,"Oyster","passes.f.c","DM3C","DM3C",NA,"M","WNYF",NA,"Ayinde","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA,NA
"393","25","M","WAS",NA,"Lohman","passes.b.c","DM3C","DM3C",NA,"M","WNYF",NA,"Kennedy","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA,NA
"394","25","M","WAS",NA,"Huster","passes.f.c","DM3C","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","25","M","WAS",NA,"Matheson","passes.f.c","DM3L","DM3L",NA,"F","WNYF",NA,"Smith","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA,NA
"396","25","D","WAS",NA,"Kleiner","passes.f.c","DM3L","AM3L","lay.off","F","WNYF",NA,"Smith","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA,NA
"397","25","M","WAS",NA,"Matheson","passes.f.c","AM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","26","D","WAS",NA,"Kleiner","passes.f.c","AM3L","A3L",NA,"D","WNYF",NA,"Eddy","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA,NA
"399","26","F","WAS",NA,"Dunn","passes.b.c","A3L","AM3L",NA,"D","WNYF",NA,"Dahlkemper","challenged","D3R",NA,NA,NA,NA,NA,NA,NA,NA
"400","26","M","WAS",NA,"Nairn","passes.s.c","AM3L","AM3C",NA,"M","WNYF",NA,"Mewis","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA,NA
"401","26","M","WAS",NA,"Lohman","passes.b.c","AM3C","AM3C",NA,"M","WNYF",NA,"Ayinde","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA,NA
"402","26","M","WAS",NA,"Huster","passes.f","AM3C",NA,NA,"F","WNYF",NA,"Williams","challenged","DM3C",NA,NA,NA,NA,NA,NA,NA,NA
"402","26",NA,NA,NA,NA,NA,NA,NA,NA,"D","WNYF",NA,"Eddy","blocks","D3R",NA,NA,NA,NA,NA,NA,NA,NA
"403","26","M","WNYF",NA,"Mewis","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","26","M","WNYF",NA,"Mewis","passes.b.c","D3R","D18",NA,"F","WAS",NA,"Dunn","pressured","A3L",NA,NA,NA,NA,NA,NA,NA,NA
"405","26","GK","WNYF",NA,"D'Angelo","passes.f.c","D18","D3C","lay.off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","26","D","WNYF",NA,"Erceg","passes.s.c","D3C","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","26","D","WNYF",NA,"Dahlkemper","passes.s.c","D3R","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","26","M","WNYF",NA,"Mewis","movement","D3C","DM3R",NA,"F","WAS",NA,"Dunn","pressured","A3C",NA,NA,NA,NA,NA,NA,NA,NA
"409","26","M","WNYF",NA,"Mewis","passes.b.c","DM3R","D3R",NA,"F","WAS",NA,"Dunn","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA,NA
"409","26",NA,NA,NA,NA,NA,NA,NA,NA,"M","WAS",NA,"Nairn","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA,NA
"410","26","D","WNYF",NA,"Dahlkemper","passes.b.c","D3R","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","26","GK","WNYF",NA,"D'Angelo","passes.f.c","D3C","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","26","D","WNYF",NA,"Erceg","passes.f","D3L",NA,"launch","D","WAS",NA,"Oyster","interceptions","D3R",NA,NA,NA,NA,NA,NA,NA,NA
"412","26",NA,NA,NA,NA,NA,NA,NA,"through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","26","D","WAS",NA,"Oyster","clearances","D3R",NA,NA,"F","WNYF",NA,"Williams","challenged","A3L",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA
"414","27","D","WNYF",NA,"Hinkle","passes.f.c","A3L","A3L","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","27","F","WNYF",NA,"Doniak","dispossessed","A3L",NA,NA,"D","WAS",NA,"Krieger","tackles.ball","D3R",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA
"415","27",NA,NA,NA,NA,NA,NA,NA,NA,"F","WAS",NA,"Williams","pressured","D3R",NA,NA,NA,NA,NA,NA,NA,NA
"416","27","D","WNYF",NA,"Hinkle","passes.s.c","A3L","A3L","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","27","F","WNYF",NA,"Williams","passes.s.c","A3L","A3L","lay.off","D","WAS",NA,"Krieger","pressured","D3R",NA,NA,NA,NA,NA,NA,NA,NA
"418","27","D","WNYF",NA,"Hinkle","dispossessed","A3L",NA,NA,"F","WAS",NA,"Williams","tackles.ball","D3R",NA,NA,NA,NA,NA,NA,NA,NA
"419","27","F","WAS",NA,"Williams","recoveries","D3R",NA,NA,"D","WNYF",NA,"Hinkle","challenged","A3L",NA,NA,NA,NA,NA,NA,NA,NA
"420","27","F","WAS",NA,"Williams","passes.s.c","D3R","D3R",NA,"D","WNYF",NA,"Hinkle","challenged","A3L",NA,NA,NA,NA,NA,NA,NA,NA
"421","27","D","WAS",NA,"Krieger","lost.touch","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","27","F","WNYF",NA,"Williams","recoveries","A3L",NA,"corner.crosses","D","WAS",NA,"Krieger","challenged","D3R",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA
"423","28","GK","WAS",NA,"Labbe","passes.f","D6",NA,"launch","F","WNYF",NA,"Doniak","interceptions","D3C",NA,NA,NA,NA,NA,NA,NA,NA
"423","28",NA,NA,NA,NA,NA,NA,NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","28","F","WNYF",NA,"Doniak","passes.f","AM3C",NA,"headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","28","D","WAS",NA,"Zadorsky","recoveries","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","28","D","WAS",NA,"Zadorsky","passes.b.c","D3C","D3R",NA,"F","WNYF",NA,"Williams","pressured","A3C",NA,NA,NA,NA,NA,NA,NA,NA
"427","28","D","WAS",NA,"Oyster","passes.f.c","D3R","D3R",NA,"M","WNYF",NA,"Ayinde","pressured","A3L",NA,NA,NA,NA,NA,NA,NA,NA
"428","28","M","WAS",NA,"Lohman","passes.b.c","D3R","D3R",NA,"M","WNYF",NA,"Ayinde","pressured","A3L",NA,NA,NA,NA,NA,NA,NA,NA
"429","28","D","WAS",NA,"Krieger","passes.f","D3R",NA,"launch","D","WNYF",NA,"Erceg","blocks","DM3L",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA
"430","28","D","WAS",NA,"Krieger","passes.f","AM3R",NA,"throw.in","M","WNYF",NA,"Ayinde","blocks","D3L",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA
"431","28","D","WNYF",NA,"Hinkle","passes.f.c","D3L","DM3L","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","28","F","WNYF",NA,"Doniak","passes.b.c","DM3L","DM3L",NA,"F","WAS",NA,"Dunn","challenged","AM3R",NA,NA,NA,NA,NA,NA,NA,NA
"433","28","D","WNYF",NA,"Hinkle","passes.f","DM3L",NA,"launch","M","WAS",NA,"Huster","clearances","DM3R",NA,NA,NA,NA,NA,NA,NA,NA
"434","28","M","WNYF",NA,"Kennedy","recoveries","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","28","M","WNYF",NA,"Kennedy","passes.f","AM3L",NA,"launch","D","WAS",NA,"Zadorsky","interceptions","D3C",NA,NA,NA,NA,NA,NA,NA,NA
